ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,ASSENTAMEN
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,AM,0.27,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AM,0.05,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.19,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Porto Walter,PAE CRUZEIRO DO VALE
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.08,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.04,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.11,Porto Velho,PA ALIANÇA
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.05,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.05,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AM,0.04,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.07,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,RO,0.06,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.05,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,RO,0.13,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Porto Velho,PA ALIANÇA
desmatamento,8,2021,Sentinel-1-2,RO,0.01,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,AM,0.01,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.07,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.11,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.11,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.09,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AM,0.10,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.08,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.14,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Porto Velho,PA ALIANÇA
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Porto Velho,PA ALIANÇA
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.02,Porto Walter,PAE TRIUNFO/PORONGABA
desmatamento,8,2021,Sentinel-1-2,AM,0.02,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.09,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.09,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AM,0.03,Lábrea,PA MONTE
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Porto Walter,PAE CRUZEIRO DO VALE
desmatamento,8,2021,Sentinel-1-2,AC,0.03,Porto Walter,PAE CRUZEIRO DO VALE
desmatamento,8,2021,Sentinel-1-2,RO,0.05,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.02,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.05,Candeias do Jamari,PAF JEQUITIBÁ
desmatamento,8,2021,Sentinel-1-2,RO,0.03,Candeias do Jamari,PAF JEQUITIBÁ
