sigla_uf,area_ha,categoria,ano,name,sub_class,nome,geocodigo
PA,119.679612557,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,10.2117872382,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,10.2117872382,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,4.57814893524,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,3.47785414857,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,283.59201629,an·lise,2015,GLEBA PITINGA,ND_I,Rondon do Par·,1506187
PA,237.452745479,autorizada,2016,GLEBA PITINGA,ND_I,Rondon do Par·,1506187
PA,652.554252731,n„o autorizada,2010,GLEBA PITINGA,ND_I,Rondon do Par·,1506187
PA,58.4799965907,an·lise,2015,GLEBA RONDON III,ND_B,Rondon do Par·,1506187
PA,237.452745479,autorizada,2016,GLEBA RONDON III,ND_B,Rondon do Par·,1506187
PA,25.6462192344,n„o autorizada,2009,GLEBA RONDON III,ND_B,Rondon do Par·,1506187
PA,48.7134906061,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,361.701512053,autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,369.442395482,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,48.7134906061,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,361.701512053,autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,208.924153098,n„o autorizada,2016,TAQUITEUA,ND_B,Paragominas,1505502
PA,48.7134906061,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,369.442395482,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,208.924153098,n„o autorizada,2016,TAQUITEUA,ND_B,Paragominas,1505502
PA,53.0609576617,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,49.3593988105,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,610.43208676,n„o autorizada,2022,TAQUITEUA,ND_B,Paragominas,1505502
PA,53.0609576617,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,329.230454761,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,610.43208676,n„o autorizada,2022,TAQUITEUA,ND_B,Paragominas,1505502
PA,349.357085529,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,360.003310805,autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,383.063060167,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,114.238557345,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,575.076778654,n„o autorizada,2009,TAQUITEUA,ND_B,Paragominas,1505502
PA,610.43208676,n„o autorizada,2022,TAQUITEUA,ND_B,Paragominas,1505502
PA,179.926207346,an·lise,2014,GLEBA TAILANDIA I,ND_B,Tail‚ndia,1507953
PA,141.695212944,autorizada,2007,GLEBA TAILANDIA I,ND_B,Tail‚ndia,1507953
PA,143.580578165,n„o autorizada,2007,GLEBA TAILANDIA I,ND_B,Tail‚ndia,1507953
PA,96.3221469813,an·lise,2014,GLEBA RONDON II,ND_B,Rondon do Par·,1506187
PA,49.2920017752,n„o autorizada,2017,GLEBA RONDON II,ND_B,Rondon do Par·,1506187
PA,63.9038803681,n„o autorizada,2010,GLEBA RONDON II,ND_B,Rondon do Par·,1506187
PA,538.173254171,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,92.4079161364,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,226.58210917,n„o autorizada,2011,TAQUITEUA,ND_B,Paragominas,1505502
PA,538.173254171,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,62.8374014935,n„o autorizada,2011,TAQUITEUA,ND_B,Paragominas,1505502
PA,226.58210917,n„o autorizada,2011,TAQUITEUA,ND_B,Paragominas,1505502
PA,586.415719906,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,198.279337643,n„o autorizada,2017,TAQUITEUA,ND_B,Paragominas,1505502
PA,331.173962057,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,586.415719906,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,198.279337643,n„o autorizada,2017,TAQUITEUA,ND_B,Paragominas,1505502
PA,304.079084361,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,586.415719906,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,331.173962057,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,304.079084361,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,60.1546936905,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,313.040428097,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,161.6263821,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,60.1546936905,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,62.8374014935,n„o autorizada,2011,TAQUITEUA,ND_B,Paragominas,1505502
PA,226.58210917,n„o autorizada,2011,TAQUITEUA,ND_B,Paragominas,1505502
PA,613.443643699,autorizada,2019,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,613.443643699,autorizada,2019,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,79.5393959303,autorizada,2012,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,1375.38824468,autorizada,2019,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,714.532433867,autorizada,2021,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,714.532426021,autorizada,2021,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,202.183420091,n„o autorizada,2019,RUMUALDO,ND_B,Paragominas,1505502
PA,202.183420091,n„o autorizada,2019,RUMUALDO,ND_B,Paragominas,1505502
PA,162.864631437,,2020,RUMUALDO,ND_B,Paragominas,1505502
PA,195.936427679,n„o autorizada,2019,TAQUITEUA,ND_B,Paragominas,1505502
PA,360.003310805,autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,383.063060167,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,37.6077835276,n„o autorizada,2018,TAQUITEUA,ND_B,Paragominas,1505502
PA,66.2972630891,n„o autorizada,2008,TAQUITEUA,ND_B,Paragominas,1505502
PA,103.197163662,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,41.9273032529,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,129.091544797,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,14.1194778761,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,41.9273032529,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,129.091544797,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,31.6658471699,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,41.9273032529,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,129.091544797,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,7.04178984696,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,4.64071275574,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,273.185094975,n„o autorizada,2017,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,81.9285584635,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,32.6785035537,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,37.5383949817,n„o autorizada,2017,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,32.6785035537,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,395.958714599,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,32.6785035537,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,107.940473365,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,86.0347624255,n„o autorizada,2018,TAQUITEUA,ND_B,Paragominas,1505502
PA,360.003310805,autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,383.063060167,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,144.262425262,autorizada,2008,GLEBA TAILANDIA I,ND_B,Tail‚ndia,1507953
PA,258.538087681,autorizada,2007,GLEBA TAILANDIA I,ND_B,Tail‚ndia,1507953
PA,596.598997739,n„o autorizada,2007,GLEBA TAILANDIA I,ND_B,Tail‚ndia,1507953
PA,766.763837346,autorizada,2008,TAQUITEUA,ND_B,Paragominas,1505502
PA,49.9220730913,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,962.730681523,,2020,TAQUITEUA,ND_B,Paragominas,1505502
PA,119.050294534,autorizada,2012,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,714.532433867,autorizada,2021,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,714.532426021,autorizada,2021,GLEBA JOANA PERES I,ND_B,Portel,1505809
PA,282.983450261,autorizada,2007,GLEBA TAIL√É‚ÄöNDIA II,ND_B,Tail‚ndia,1507953
PA,836.84463244,n„o autorizada,2007,GLEBA TAIL√É‚ÄöNDIA II,ND_B,Tail‚ndia,1507953
PA,31.6043569143,n„o autorizada,2016,GLEBA TAIL√É‚ÄöNDIA II,ND_B,Tail‚ndia,1507953
PA,342.298561285,autorizada,2007,TOM√É‚Ä∞-A√É‚Ä°√É≈°,ND_B,TomÈ-AÁu,1508001
PA,340.797950649,n„o autorizada,2007,TOM√É‚Ä∞-A√É‚Ä°√É≈°,ND_B,TomÈ-AÁu,1508001
PA,60.7263742026,n„o autorizada,2023,TOM√É‚Ä∞-A√É‚Ä°√É≈°,ND_B,TomÈ-AÁu,1508001
PA,485.298432494,n„o autorizada,2017,RUMUALDO,ND_B,Paragominas,1505502
PA,481.711735672,n„o autorizada,2016,RUMUALDO,ND_B,Paragominas,1505502
PA,42.1488026254,n„o autorizada,2021,RUMUALDO,ND_B,Paragominas,1505502
PA,485.298432494,n„o autorizada,2017,RUMUALDO,ND_B,Paragominas,1505502
PA,481.711735672,n„o autorizada,2016,RUMUALDO,ND_B,Paragominas,1505502
PA,17.7848753989,n„o autorizada,2021,RUMUALDO,ND_B,Paragominas,1505502
PA,198.279337643,n„o autorizada,2017,TAQUITEUA,ND_B,Paragominas,1505502
PA,331.173962057,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,304.079084361,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,37.5383949817,n„o autorizada,2017,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,107.940473365,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,76.800386562,n„o autorizada,2007,RUMUALDO,ND_B,Paragominas,1505502
PA,260.372117483,n„o autorizada,2009,RUMUALDO,ND_B,Paragominas,1505502
PA,45.9089618067,n„o autorizada,2022,RUMUALDO,ND_B,Paragominas,1505502
PA,76.800386562,n„o autorizada,2007,RUMUALDO,ND_B,Paragominas,1505502
PA,260.372117483,n„o autorizada,2009,RUMUALDO,ND_B,Paragominas,1505502
PA,114.106162273,n„o autorizada,2022,RUMUALDO,ND_B,Paragominas,1505502
PA,260.372117483,n„o autorizada,2009,RUMUALDO,ND_B,Paragominas,1505502
PA,43.0887244655,n„o autorizada,2010,RUMUALDO,ND_B,Paragominas,1505502
PA,114.106162273,n„o autorizada,2022,RUMUALDO,ND_B,Paragominas,1505502
PA,119.679612557,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,119.679612557,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,22.5657082759,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,10.2117872382,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,395.958714599,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.824678906,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,395.958714599,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,107.940473365,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,241.645150137,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,395.958714599,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,107.940473365,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,395.958714599,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,241.645150137,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,66.6348027334,n„o autorizada,2008,TAQUITEUA,ND_B,Paragominas,1505502
PA,49.9220730913,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,962.730681523,,2020,TAQUITEUA,ND_B,Paragominas,1505502
PA,150.463219135,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,60.0828395401,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,65.4206419612,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,329.230454761,n„o autorizada,2010,TAQUITEUA,ND_B,Paragominas,1505502
PA,226.58210917,n„o autorizada,2011,TAQUITEUA,ND_B,Paragominas,1505502
PA,106.990913967,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,615.670845143,n„o autorizada,2010,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,985.761403441,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,403.279604594,,2020,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,119.679612557,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,10.2117872382,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,264.830006747,an·lise,2015,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,3.47785414857,n„o autorizada,2009,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,106.031451082,n„o autorizada,2008,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,195.512303758,n„o autorizada,2023,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,48.7134906061,an·lise,2015,TAQUITEUA,ND_B,Paragominas,1505502
PA,361.701512053,autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,369.442395482,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,208.924153098,n„o autorizada,2016,TAQUITEUA,ND_B,Paragominas,1505502
PA,586.415719906,an·lise,2013,TAQUITEUA,ND_B,Paragominas,1505502
PA,198.279337643,n„o autorizada,2017,TAQUITEUA,ND_B,Paragominas,1505502
PA,331.173962057,n„o autorizada,2007,TAQUITEUA,ND_B,Paragominas,1505502
PA,304.079084361,n„o autorizada,2023,TAQUITEUA,ND_B,Paragominas,1505502
PA,32.6785035537,n„o autorizada,2018,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,37.5383949817,n„o autorizada,2017,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,107.940473365,n„o autorizada,2016,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
PA,53.0265579539,n„o autorizada,2022,GLEBA BRA√É‚Ä°O FORTE - B,ND_B,Dom Eliseu,1502939
